category,company,date,end_location,end_time,id,kilometres,notes,start_location,start_time
business,uber,2026-05-07,"306, Burnside Road West, Saanich, British Columbia",19:51,986dae0b-345e-47c0-9590-bf752e25bcf7,2.4,Picking up food,"885, Craigflower Road, Esquimalt, British Columbia",19:37
business,uber,2026-05-07,"885, Craigflower Road, Esquimalt, British Columbia",19:37,a20b1a5b-6f29-411f-93ab-b5089370a5c6,0.3,Dropping off delivery,"860, Carrie Street, Esquimalt, British Columbia",19:33
business,uber,2026-05-07,"860, Carrie Street, Esquimalt, British Columbia",19:32,b744b4be-2072-470b-9c59-d4df6dde40b2,3.8,Dropping off delivery,"2657, Fifth Street, Victoria, British Columbia",19:19
business,uber,2026-05-07,"2657, Fifth Street, Victoria, British Columbia",19:19,a8aec4a9-b4f3-4a94-a94a-befb33b2546a,0.9,Dropping off delivery,"2709, Quadra Street, Victoria, British Columbia",19:09
business,uber,2026-05-07,"2736, Quadra Street, Victoria, British Columbia",19:09,5ed93785-dba0-480d-8787-f4e5b5a428ad,2.9,Picking up food,"3497 Saanich Road, Saanich, BC, V8Z 3L0, Saanich, British Columbia, V8Z 3L0",19:02
business,uber,2026-05-07,"3497, Saanich Road, Saanich, British Columbia",19:03,56ca90c2-65aa-4b31-a2b7-b3aaa3563868,3.5,Picking up food,"1052, Tillicum Road, Esquimalt, British Columbia",18:42
business,skip,2026-05-07,"1052, Tillicum Road, Esquimalt, British Columbia",18:41,55f68670-4a82-4195-ba4e-3de5b0eef140,5.2,Dropping off delivery,"Reynolds Road, Saanich, British Columbia",18:28
business,skip,2026-05-07,"3947, Quadra Street, Saanich, British Columbia",18:28,43ac9762-e2d1-441c-a1a3-24e520335613,1,Picking up food,"1038, Leslie Drive, Saanich, British Columbia",18:24
business,,2026-05-07,"3650, Elliston Avenue, Saanich, British Columbia",18:23,aaf42c73-c2e8-4074-8774-e0fd2e9314a8,17.5,Going to hot zone,"Patricia Bay Highway, Saanich, British Columbia",17:28
business,skip,2026-05-20,"48.44358, -123.39095",20:57,7be1ca92-b555-418f-87a9-5d2a67a2144e,1.7,Dropping off delivery,"48.44865, -123.36874",20:48
business,uber,2026-05-20,"48.44866, -123.36893",20:48,417e7725-0cb4-4d79-99f3-e48ba7a486a8,1,Picking up food,"612, Garbally Road, Victoria, British Columbia",20:44
business,uber,2026-05-20,"510, Gorge Road East, Victoria, British Columbia",20:43,0c9d6507-ae76-4e18-bb95-c008db734351,2.8,Dropping off delivery,"Menzies Street, Victoria, British Columbia",20:33
business,uber,2026-05-20,"365, Menzies Street, Victoria, British Columbia",20:32,15c8ca42-6ab9-4ddd-b3ae-5d25c750fe90,0.6,Picking up food,"655, Douglas Street, Victoria, British Columbia",20:26
business,uber,2026-05-20,"606, Douglas Street, Victoria, British Columbia",20:26,6be260fd-21ca-48ca-b53e-6b284b3a45b0,1,Dropping off delivery,"Fort Street, Victoria, British Columbia",20:21
business,uber,2026-05-20,"Fort Street, Victoria, British Columbia",20:20,d266efc3-6e43-4ab2-998b-0616ced4eb60,1.5,Picking up food,"48.41595, -123.35507",20:13
business,uber,2026-05-20,"1110, Oscar Street, Victoria, British Columbia",20:12,d3da14bf-f8a1-4f98-8cdd-e26cf99551f4,2.2,Dropping off delivery,"48.42381, -123.36294",20:06
business,uber,2026-05-20,"1012, Blanshard Street, Victoria, British Columbia",20:06,765ca211-33f1-434c-bc2a-d3d6a4903850,2.4,Picking up food,"1425, Grant Street, Victoria, British Columbia",19:57
business,skip,2026-05-20,"1425, Grant Street, Victoria, British Columbia",19:55,b40321a8-f52f-47ef-b06a-8b0be2247915,1.2,Dropping off delivery,"48.43027, -123.35285",19:51
business,skip,2026-05-20,"1839, Cook Street, Victoria, British Columbia",19:51,3dbe1635-9144-4b59-9768-5c857deaab1b,1.3,Picking up food,"48.43281, -123.34710",19:42
business,uber,2026-05-20,"48.43288, -123.34687",19:41,f8295204-21aa-418e-b8cd-0623a160367b,1.3,Dropping off delivery,"48.42932, -123.33492",19:34
business,uber,2026-05-20,"48.42914, -123.33475",19:34,ed9aa899-b8d6-4e3e-af44-018c98c2ba82,2.5,Dropping off delivery,"Fort Street, Victoria, British Columbia",19:24
business,uber,2026-05-20,"48.42503, -123.36906",19:24,a2346e71-f5a4-464c-9bdc-1ed61394bb24,0.6,Picking up food,"45, Songhees Road, Victoria, British Columbia",19:19
business,uber,2026-05-20,"E&N Rail Trail - Humpback Connector, Victoria, British Columbia",19:19,780af219-eea7-4ba2-9df8-e4d008441d83,0.8,Dropping off delivery,"645, Tyee Road, Victoria, British Columbia",19:08
business,uber,2026-05-20,"645, Tyee Road, Victoria, British Columbia",19:08,eeac6a3e-4f0b-4741-b7f0-6879274415d4,2.6,Picking up food,"48.42668, -123.35356",18:55
business,uber,2026-05-20,"1488, Cook Street, Victoria, British Columbia",18:54,4452188d-d08d-4845-bc70-8972d1544c22,2.2,Dropping off delivery,"852, Yates Street, Victoria, British Columbia",18:37
business,uber,2026-05-20,"48.42586, -123.36002",18:36,639a5691-824a-407c-8a23-e0dd4a8190ac,0.6,Dropping off delivery,"736, View Street, Victoria, British Columbia",18:31
business,uber,2026-05-20,"736, View Street, Victoria, British Columbia",18:31,d8bd11ce-1e04-4349-ac8b-f1e8299c91cc,0.2,Picking up food,"773, Fort Street, Victoria, British Columbia",18:28
business,uber,2026-05-20,"773, Fort Street, Victoria, British Columbia",18:26,2f6079f9-f62b-486f-9c17-eead1eccca13,2.8,Picking up food,"2852, Douglas Street, Victoria, British Columbia",18:13
business,uber,2026-05-20,"2852, Douglas Street, Victoria, British Columbia",18:13,3909cad1-1d5b-4245-94f4-67a9e3b24c7f,1.7,Picking up food,"McDonald's, 3465 Saanich Road, Saanich, BC, V8Z 3L0, 3465 Saanich Road, Saanich, British Columbia, V8Z 3L0",18:09
business,,2026-05-20,"McDonald's, 3465 Saanich Road, Saanich, BC, V8Z 3L0, 3465 Saanich Road, Saanich, British Columbia, V8Z 3L0",17:29,1840d209-0d3f-46c5-8802-befceb5e23bc,9.8,Going to hot zone,"Royal Oak Drive, Saanich, British Columbia",17:20
personal,,2026-05-15,"3420, Quadra Street, Saanich, British Columbia",22:09,9e96f42d-aa61-4ad3-820c-d73c5b5ddd65,5,Home,"819, MacLeod Avenue, Esquimalt, British Columbia",21:58
business,skip,2026-05-15,"819, MacLeod Avenue, Esquimalt, British Columbia",21:55,288c75fd-0875-4959-bf9e-4aaa29055619,4,Dropping off delivery,"3501, Ravine Way, Saanich, British Columbia",21:35
business,uber,2026-05-15,"Blanshard Street, Saanich, British Columbia",21:34,a5a2bd9a-2652-41a2-b2e0-fcc423b9f5b6,0.8,Picking up food,"3450, Saanich Road, Saanich, British Columbia",21:31
business,,2026-05-15,"3450, Saanich Road, Saanich, British Columbia",21:31,1d9605d6-95ee-40c9-a2e9-09beb402b217,5.3,Going to hot zone,"20, Erskine Lane, View Royal, British Columbia",21:15
business,uber,2026-05-15,"10, Erskine Lane, View Royal, British Columbia",21:12,169aa56a-69de-4522-bb7d-2e3492ac7375,4.6,Dropping off delivery,"Burnside Road West, Saanich, British Columbia",21:00
business,uber,2026-05-15,"Burnside Road West, Saanich, British Columbia",21:00,855a5a7d-7167-4fb6-a82a-b238c8158509,1.3,Picking up food,"Uptown Boulevard, Saanich, British Columbia",20:55
business,uber,2026-05-15,"Uptown Boulevard, Saanich, British Columbia",20:54,078493ce-83f6-483a-9cad-321c9c48c44b,0.1,Picking up food,"3375, Oak Street, Saanich, British Columbia",20:53
business,,2026-05-15,"3375, Oak Street, Saanich, British Columbia",20:52,741b46de-a1ee-4143-9558-4a084bb6d1a0,1.7,Going to hot zone,"2821, Irma Street, Victoria, British Columbia",20:40
business,uber,2026-05-15,"2821, Irma Street, Victoria, British Columbia",20:39,8bcaf118-cd7a-4f2b-84df-166a5b30e571,4.9,Dropping off delivery,"1672, Pear Street, Saanich, British Columbia",20:21
business,skip,2026-05-15,"1672, Pear Street, Saanich, British Columbia",20:19,329692b9-b90e-457c-aa9d-a8ec2446ab39,1.1,Picking up food,"Shelbourne Street, Saanich, British Columbia",20:18
business,,2026-05-15,"Shelbourne Street, Saanich, British Columbia",20:18,1ad46315-70f7-4e22-b83c-9ad32436ded5,2.9,Going to hot zone,"1602, Bay Street, Victoria, British Columbia",20:03
business,skip,2026-05-15,"1602, Bay Street, Victoria, British Columbia",20:03,67e50339-729c-4134-8aea-16582fd1c2b2,2.4,Dropping off delivery,"1639, Rowan Street, Saanich, British Columbia",19:58
business,uber,2026-05-15,"1639, Rowan Street, Saanich, British Columbia",19:57,00f5b720-6395-471f-beaa-a0616ae45d89,1.3,Dropping off delivery,"Garnet Road, Saanich, British Columbia",19:52
business,uber,2026-05-15,"Garnet Road, Saanich, British Columbia",19:50,140b55ad-54b3-4fd5-abf7-7377ac7a10fa,0.7,Picking up food,"1580, Cedar Hill Cross Road, Victoria, British Columbia",19:48
business,uber,2026-05-15,"3700, Shelbourne Street, Saanich, British Columbia",19:48,addd494e-c99b-45c4-9cf5-d33874afbf40,3.4,Picking up food,"3251, Linwood Avenue, Saanich, British Columbia",19:47
business,uber,2026-05-15,"Shelbourne Street, Saanich, British Columbia",19:45,ed0bb5f7-d0eb-42c3-a1f2-8f1db39cd8d5,2,Picking up food,"1288, Fairlane Terrace, Saanich, British Columbia",19:39
business,uber,2026-05-15,"1280, Fairlane Terrace, Saanich, British Columbia",19:36,d2e215b7-677e-47bf-b2a2-48bbf4eed1bb,4.1,Dropping off delivery,"2852, Douglas Street, Victoria, British Columbia",19:25
business,uber,2026-05-15,"Gorge Road East, Victoria, British Columbia",19:25,31768bfb-4295-4727-954f-ce74b338672e,4.9,Picking up food,"2580, Avebury Avenue, Victoria, British Columbia",19:14
business,uber,2026-05-15,"2580, Avebury Avenue, Victoria, British Columbia",19:13,869da854-21fa-4349-9c7a-bcc6a281d752,2.4,Dropping off delivery,"Cook Street, Victoria, British Columbia",19:08
business,uber,2026-05-15,"Cook Street, Victoria, British Columbia",19:06,709832f7-baf2-4b12-8b12-719a73cffd6c,2.9,Dropping off delivery,"1600, Government Street, Victoria, British Columbia",18:49
business,uber,2026-05-15,"3, Centennial Square, Victoria, British Columbia",18:49,1472a0c9-a7e7-41fc-9058-c3a0ef0ddf27,0.3,Picking up food,"569, Johnson Street, Victoria, British Columbia",18:44
business,uber,2026-05-15,"569, Johnson Street, Victoria, British Columbia",18:44,f4c38709-916d-4284-af0f-e00cde9543fb,2.5,Picking up food,"536, Head Street, Esquimalt, British Columbia",18:36
business,uber,2026-05-15,"Victoria View Road, Esquimalt, British Columbia",18:33,46758af7-7da0-4865-a928-fda78df308ea,1.6,Dropping off delivery,"48.43209, -123.39857",18:25
business,uber,2026-05-15,"852, Esquimalt Road, Victoria, British Columbia",18:24,468df3bf-a60b-489a-9b58-b10afe1b9686,4.2,Dropping off delivery,"Tolmie Avenue, Saanich, British Columbia",18:05
business,uber,2026-05-15,"Tolmie Avenue, Saanich, British Columbia",18:04,8cef6cdf-8acf-4a99-944c-f1977df013cb,6.3,Picking up food,"Chatterton Way, Saanich, British Columbia",17:21
personal,,2026-05-14,"48.45409, -123.36098",22:12,105ed59a-b737-4168-a30c-31f452be15c2,5.9,Home,"2724, Cadboro Bay Road, Oak Bay, British Columbia",22:00
business,uber,2026-05-14,"48.44067, -123.31260",21:58,12d92cfc-fcf0-4a99-b6b7-135608a6cba3,6.1,Dropping off delivery | L,"48.43908, -123.36763",21:44
business,uber,2026-05-14,"2852, Douglas Street, Victoria, British Columbia",21:44,f06401ed-b1f9-436f-bc11-12c3da7bcf72,4.2,Picking up food,"3905, Carey Road, Saanich, British Columbia",21:36
business,uber,2026-05-14,"Carey Road, Saanich, British Columbia",21:36,e9b72b22-4c33-46cd-8bbf-8153e708b316,6.2,Dropping off delivery,"48.45811, -123.43615",21:23
business,uber,2026-05-14,"48.45732, -123.43809",21:22,4057be3f-bd80-45b2-bf63-92123d4ae97c,7.2,Dropping off delivery,"3561, Blanshard Street, Saanich, British Columbia",20:34
business,uber,2026-05-14,"Uptown Boulevard, Saanich, British Columbia",20:33,0a728fef-273f-4a20-aa33-1b53be194261,9.2,Picking up food,"4082, Orion Place, Saanich, British Columbia",20:07
business,skip,2026-05-14,"4082, Orion Place, Saanich, British Columbia",20:05,a77ec411-2642-49e2-939d-9fa7654a9f54,3.7,Dropping off delivery,"Church Avenue, Saanich, British Columbia",19:59
business,,2026-05-14,"3560, Cedar Hill Road, Saanich, British Columbia",19:48,1805716f-3199-4749-ad43-6aca6d9803da,2.5,,"Shelbourne Street, Saanich, British Columbia",19:53
business,skip,2026-05-14,"Church Avenue, Saanich, British Columbia",19:57,80f41a69-635e-483e-8017-9b6a83215eec,1.5,Picking up food,"Shelbourne Street, Saanich, British Columbia",19:53
business,,2026-05-14,"3560 Cedar Hill Road, Saanich, BC, V8P 5T7, Saanich, British Columbia, V8P 5T7",19:53,585e81fa-a8e6-4489-b37e-3f79a8c17021,0.8,Going to hot zone,"3560, Cedar Hill Road, Saanich, British Columbia",19:48
business,skip,2026-05-14,"3560, Cedar Hill Road, Saanich, British Columbia",19:48,a78892e5-8e06-4b2a-80c9-f320ecf76c22,0,Dropping off delivery,"3560, Cedar Hill Road, Saanich, British Columbia",19:48
business,skip,2026-05-14,"3560, Cedar Hill Road, Saanich, British Columbia",19:46,cee587db-811e-4c6d-a24a-06fa1ea6c6b3,2,Dropping off delivery,"3950, Cedarwood Street, Saanich, British Columbia",19:40
business,skip,2026-05-14,"3950, Cedarwood Street, Saanich, British Columbia",19:36,a9bc4a4d-f084-4252-8733-7c970f102123,6.1,Dropping off delivery,"Quadra Street, Victoria, British Columbia",19:25
business,skip,2026-05-14,"Quadra Street, Victoria, British Columbia",19:23,b144c075-a054-41c5-b495-7990aa53dca0,3.2,Picking up food,"2852, Douglas Street, Victoria, British Columbia",19:09
business,skip,2026-05-14,"2852, Douglas Street, Victoria, British Columbia",19:08,be3183b0-558a-46a3-a46d-12e2c5594a28,2.5,Picking up food,"48.45423, -123.36092",19:03
personal,,2026-05-27,"3420, Quadra Street, Saanich, British Columbia",21:46,62dc69a0-3ec8-4f52-a00d-8231930d534f,2.5,Going to hot zone,"1414, Hillside Avenue, Victoria, British Columbia",21:37
business,uber,2026-05-27,"1414, Hillside Avenue, Victoria, British Columbia",21:36,06e4dcfa-61ee-4b4f-99d3-4bc683175653,2.2,Dropping off delivery,"1960, Woodley Road, Saanich, British Columbia",21:29
business,uber,2026-05-27,"1961, Woodley Road, Saanich, British Columbia",21:28,ad96b31c-6d4f-4e76-a24c-aaf2d8ab8461,1.5,Dropping off delivery,"Stamboul Street, Saanich, British Columbia",21:10
business,uber,2026-05-27,"Stamboul Street, Saanich, British Columbia",21:10,8e8f6357-cb03-42cf-bfd6-9974967f2da2,0.6,Picking up food,"Church Avenue, Saanich, British Columbia",21:08
business,,2026-05-27,"Church Avenue, Saanich, British Columbia",21:08,7c96b02a-0aaf-4251-a5dc-a42598fc1e53,0.3,Going to hot zone,"3660, Cedar Hill Road, Saanich, British Columbia",21:06
business,uber,2026-05-27,"3575, Cedar Hill Road, Saanich, British Columbia",21:06,9c3f9b8d-417b-4525-a0ba-54fa2fad05ee,2.4,Dropping off delivery,"2751, Shelbourne Street, Victoria, British Columbia",20:52
business,uber,2026-05-27,"2751, Shelbourne Street, Victoria, British Columbia",20:52,fe6ac8cb-e8cc-42aa-9bf4-70f50e6e9398,4,Dropping off delivery,"Kebab On Fire, 890 Government Street, Victoria",20:39
business,uber,2026-05-27,"Kebab On Fire, 890 Government Street, Victoria",20:39,2acadef9-76fe-4426-a6dc-8b6b8547f468,0.5,Picking up food,"721, Government Street, Victoria, British Columbia",20:36
business,uber,2026-05-27,"721, Government Street, Victoria, British Columbia",20:32,6c7a7ef4-2a90-40ed-a353-b9a72b718ae0,1.1,Picking up food,"226, Superior Street, Victoria, British Columbia",20:25
business,uber,2026-05-27,"239, Superior Street, Victoria, British Columbia",20:24,88bc42d5-ddb4-465d-9a45-634211d6a095,1.2,Dropping off delivery,"850, Douglas Street, Victoria, British Columbia",20:13
business,uber,2026-05-27,"Douglas Street, Victoria, British Columbia",20:13,079f3bf1-8c47-40ec-b063-555cdfb65c31,0.2,Picking up food,"602, Courtney Street, Victoria, British Columbia",20:11
business,uber,2026-05-27,"600, Courtney Street, Victoria, British Columbia",20:11,e1e4284f-e526-4ddf-ba3a-1adec7837172,2.6,Dropping off delivery,"48.42425, -123.35480",19:50
business,uber,2026-05-27,"1039, View Street, Victoria, British Columbia",19:50,c871a81b-c592-4742-a4f8-076695637b2a,3.3,Dropping off delivery,"1043, Mason Street, Victoria, British Columbia",19:30
business,uber,2026-05-27,"1046, Mason Street, Victoria, British Columbia",19:29,111dd53e-ae83-4cb4-b0a5-373a23790129,3.1,Dropping off delivery,"Gorge Road East, Victoria, British Columbia",19:20
business,uber,2026-05-27,"2852, Douglas Street, Victoria, British Columbia",19:20,82fc4ee5-38d7-4089-803c-b7627d97d27b,1.9,Picking up food,"3140, Douglas Street, Victoria, British Columbia",19:12
business,uber,2026-05-27,"3140, Douglas Street, Victoria, British Columbia",19:12,97aa6eb1-c8b0-4f35-8d90-c6ecc7e2e1f3,2.4,Picking up food,"McDonald's, 3465 Saanich Road, Saanich, BC, V8Z 3L0, 3465 Saanich Road, Saanich, British Columbia, V8Z 3L0",19:04
business,,2026-05-27,"McDonald's, 3465 Saanich Road, Saanich, BC, V8Z 3L0, 3465 Saanich Road, Saanich, British Columbia, V8Z 3L0",19:04,f4d5fd04-45d8-4576-aa8d-ad6d14fe3b18,7.5,Going to hot zone,"Chatterton Way, Saanich, British Columbia",17:44
personal,,2026-05-26,"991, Cloverdale Avenue, Saanich, British Columbia",21:34,ecf2d5a3-65ae-4701-8ef2-e3b5374b591f,2,Homs,"Waterfront Crescent, Victoria, British Columbia",21:27
business,uber,2026-05-26,"Gorge Road East, Victoria, British Columbia",21:26,67308ab8-e2db-4a9c-8417-65659a375722,1.4,Dropping off delivery,"3271, Maple Street, Saanich, British Columbia",21:16
business,uber,2026-05-26,"Maple Street, Saanich, British Columbia",21:16,045485c5-5e57-4afa-9363-0b435fe17d31,0.3,Picking up food,"Oak Street, Saanich, British Columbia",21:13
business,,2026-05-26,"Oak Street, Saanich, British Columbia",21:13,6d4c0c66-5132-4ddd-885d-0a2a762eaa9c,1.7,Going to hot zone,"Seaton Street, Saanich, British Columbia",21:04
business,uber,2026-05-26,"48.45777, -123.38636",21:04,5e873e97-2067-4394-8af6-ac5a01ced0f7,2.9,Dropping off delivery,"3353, Salsbury Way, Saanich, British Columbia",20:50
business,uber,2026-05-26,"48.45343, -123.35388",20:50,6fb20d55-70e0-4201-81cd-2d963d621f2a,0.5,Dropping off delivery,"3255, Cook Street, Saanich, British Columbia",20:43
business,uber,2026-05-26,"3232, Cook Street, Saanich, British Columbia",20:43,6979f09c-08ff-48a2-ab82-68a5859a7df1,3,Dropping off delivery,"1015, Fort Street, Victoria, British Columbia",20:33
business,uber,2026-05-26,"1011, Fort Street, Victoria, British Columbia",20:32,cfca518d-a06e-4da2-a158-ef5740dd98e0,0.4,Picking up food,"815, Fort Street, Victoria, British Columbia",20:28
business,uber,2026-05-26,"824, Fort Street, Victoria, British Columbia",20:28,f28b5245-52a6-4651-8ac7-7b3247dc28f2,0.6,Picking up food,"48.42507, -123.36901",20:17
business,uber,2026-05-26,"517, Fort Street, Victoria, British Columbia",20:16,a5df4be8-d16b-413c-8497-89d3838c822b,1.3,Picking up food,"680, Montreal Street, Victoria, British Columbia",20:10
business,uber,2026-05-26,"680, Montreal Street, Victoria, British Columbia",20:10,87a8827c-7c94-4833-a5d7-a448a77b2905,2.4,Dropping off delivery,"48.42816, -123.36964",20:03
business,uber,2026-05-26,"48.42818, -123.36964",20:01,2fd92534-e5dd-464d-8aff-98a654e74f72,0.6,Picking up food,"48.42631, -123.36536",19:57
business,,2026-05-26,"699, Yates Street, Victoria, British Columbia",19:57,7b78020d-11fe-4c09-9d64-0c6ae5c90cea,1.7,Going to hot zone,"1445, Fort Street, Victoria, British Columbia",19:44
business,uber,2026-05-26,"1410, Elford Street, Victoria, British Columbia",19:43,9604d9d4-9909-4b4e-b0fd-becf610167c3,2.9,Dropping off delivery,"1609, Blanshard Street, Victoria, British Columbia",19:35
business,uber,2026-05-26,"1609, Blanshard Street, Victoria, British Columbia",19:35,6a5de3cd-d72e-419a-9a62-061397f9bed5,1.1,Picking up food,"841, Johnson Street, Victoria, British Columbia",19:27
business,uber,2026-05-26,"843, Johnson Street, Victoria, British Columbia",19:26,97afa57c-4d5c-486f-bc1f-e478bc315a16,2.2,Dropping off delivery,"2852, Douglas Street, Victoria, British Columbia",19:21
business,uber,2026-05-26,"48.43903, -123.36782",19:20,4571ab66-fad0-40cd-beef-cd5514c85306,5,Picking up food,"3971, Arlene Place, Saanich, British Columbia",19:11
business,uber,2026-05-26,"3967, Arlene Place, Saanich, British Columbia",19:11,e7887ffa-9e2d-448a-911a-fef27a5bb0fb,2.9,Dropping off delivery,"Ono Poké, Uptown Boulevard, Saanich",18:58
business,uber,2026-05-26,"Ono Poké, Uptown Boulevard, Saanich",18:58,c26044b8-9a7f-4b2e-a501-e2a12ec4754d,0.7,Picking up food,"Saanich Road, Saanich, British Columbia",18:55
business,,2026-05-26,"Saanich Road, Saanich, British Columbia",18:54,5cca2b22-0647-4a97-bf81-a8e95cf4471a,0.9,Going to hot zone,"3235, Alder Street, Saanich, British Columbia",18:46
business,skip,2026-05-26,"3235, Alder Street, Saanich, British Columbia",18:43,be51840a-9b28-48c1-a2c5-836e28ca8e98,2.3,Dropping off delivery,"Reynolds Road, Saanich, British Columbia",18:39
business,skip,2026-05-26,"Reynolds Road, Saanich, British Columbia",18:38,87856cc2-17d2-4f7d-8df3-340521c74d60,2.4,Picking up food,"3420, Quadra Street, Saanich, British Columbia",18:30
business,,2026-05-26,"3420, Quadra Street, Saanich, British Columbia",18:29,339372b6-f592-4fb3-b325-1bbc5163cfbe,6.8,Going to hot zone,"Royal Oak Drive, Saanich, British Columbia",17:17
business,doordash,2026-05-22,"3420, Quadra Street, Saanich, British Columbia",23:03,210addad-7ccd-4eb7-84b2-e14de1148ce6,0.5,Dropping off delivery,"3255, Glasgow Avenue, Saanich, British Columbia",22:46
business,uber,2026-05-22,"3252, Glasgow Avenue, Saanich, British Columbia",22:45,1f9761e3-a2c0-4d74-8c6d-4784694fc24e,1.1,Dropping off delivery,"2717, Quadra Street, Victoria, British Columbia",22:33
business,uber,2026-05-22,"2736, Quadra Street, Victoria, British Columbia",22:33,40c44cfa-bb28-429f-a5d1-1bebb7f11279,0.8,Picking up food,"2852, Douglas Street, Victoria, British Columbia",22:28
business,uber,2026-05-22,"2852, Douglas Street, Victoria, British Columbia",22:27,3c527f52-6005-4019-8f3e-25fe3efe14ea,1.9,Picking up food,"Colville Road, Esquimalt, British Columbia",22:11
business,uber,2026-05-22,"Colville Road, Esquimalt, British Columbia",22:11,c2ec3940-c090-4e5a-b79d-bdf274b20f17,2.5,Dropping off delivery,"258, Gorge Road East, Victoria, British Columbia",21:55
business,uber,2026-05-22,"258, Gorge Road East, Victoria, British Columbia",21:54,cff48331-71a0-4fd5-a829-44a7455c8d97,1,Dropping off delivery,"3140, Douglas Street, Victoria, British Columbia",21:40
business,uber,2026-05-22,"Douglas Street, Victoria, British Columbia",21:40,9d6a81d0-eab9-4f4e-9966-b4c6f87f83b0,1.9,Picking up food,"Saanich Road, Saanich, British Columbia",21:30
business,,2026-05-22,"Saanich Road, Saanich, British Columbia",21:30,0cd40c6f-be23-495f-ba63-b54d7382fefa,4.6,Going to hot zone,"1260, Dunsterville Avenue, Saanich, British Columbia",21:18
business,uber,2026-05-22,"1255, Dunsterville Avenue, Saanich, British Columbia",21:18,62c699aa-ced8-4006-92c7-ee8c04c82ba2,4.5,Dropping off delivery,"Dairy Queen, 3993 Quadra Street, Saanich",21:08
business,uber,2026-05-22,"Dairy Queen, 3993 Quadra Street, Saanich",21:07,c878ce3d-c778-4e77-80d8-8fe3d7decb87,0.7,Picking up food,"975, McKenzie Avenue, Saanich, British Columbia",21:02
business,uber,2026-05-22,"975, McKenzie Avenue, Saanich, British Columbia",21:01,7617cff4-4f88-48fc-8f59-de55a6bfec5f,4.8,Dropping off delivery,"2566, Fifth Street, Victoria, British Columbia",20:49
business,uber,2026-05-22,"2566, Fifth Street, Victoria, British Columbia",20:49,ece6f998-ef26-4bef-a9f1-f81382e01aae,2.7,Dropping off delivery,"1729, Richmond Avenue, Victoria, British Columbia",20:37
business,uber,2026-05-22,"Richmond Avenue, Victoria, British Columbia",20:37,72a05fb9-9472-4239-81ae-28439bc5601d,1.4,Picking up food,"1047, Bank Street, Victoria, British Columbia",20:33
business,uber,2026-05-22,"1047, Bank Street, Victoria, British Columbia",20:32,7e0546ab-d50a-4104-b646-97a6fe3bed95,3.5,Dropping off delivery,"575, Yates Street, Victoria, British Columbia",20:09
business,uber,2026-05-22,"1218, Langley Street, Victoria, British Columbia",20:09,3d86d8f3-69c5-41b7-9a40-e4d19608476a,1.4,Picking up food,"1600, Government Street, Victoria, British Columbia",20:02
business,uber,2026-05-22,"3, Centennial Square, Victoria, British Columbia",20:01,4767c48f-d314-40c6-b2a1-e5b45770359e,3.7,Picking up food,"861, Esquimalt Road, Esquimalt, British Columbia",19:42
business,uber,2026-05-22,"854, Esquimalt Road, Victoria, British Columbia",19:41,d07069f5-10e5-4a72-899f-d2ac67b4eb2b,2.8,Dropping off delivery,"622, Yates Street, Victoria, British Columbia",19:30
business,uber,2026-05-22,"630, Yates Street, Victoria, British Columbia",19:30,267e105c-7db0-4c6f-a5c5-5ef58b054787,3,Picking up food,"950, Walker Street, Victoria, British Columbia",19:20
business,uber,2026-05-22,"950, Walker Street, Victoria, British Columbia",19:19,0055f5c4-070d-4b08-8f4b-34cec6b123f9,4.2,Dropping off delivery,"3271, Maple Street, Saanich, British Columbia",19:08
business,skip,2026-05-22,"Maple Street, Saanich, British Columbia",19:06,ba0f1293-a15c-4ac8-8106-1cd51cd01263,0.8,Picking up food,"Saanich Road, Saanich, British Columbia",19:04
business,,2026-05-22,"Saanich Road, Saanich, British Columbia",19:04,472c55b7-632e-4418-8e57-a7a0cfbcee0e,1.3,Going to hot zone,"3572, Quadra Street, Saanich, British Columbia",18:59
business,uber,2026-05-22,"3561, Quadra Street, Saanich, British Columbia",18:57,893903dc-9b72-49fd-be33-520464347feb,1,Dropping off delivery,"3412, Maplewood Road, Saanich, British Columbia",18:53
business,uber,2026-05-22,"3412, Maplewood Road, Saanich, British Columbia",18:53,3a1c4e23-d61f-4529-a453-777ef8812022,2.9,Dropping off delivery,"3613, Shelbourne Street, Saanich, British Columbia",18:41
business,uber,2026-05-22,"3609, Shelbourne Street, Saanich, British Columbia",18:41,8be3f721-cca9-4958-8458-6de0158a36c2,0.7,Picking up food,"3819, Shelbourne Street, Saanich, British Columbia",18:35
business,uber,2026-05-22,"1580, Christmas Avenue, Saanich, British Columbia",18:34,a9c5040b-7b1d-4ea5-9de7-94f36141ed52,1.8,Dropping off delivery,"Teakwood Road, Saanich, British Columbia",18:24
business,uber,2026-05-22,"Teakwood Road, Saanich, British Columbia",18:24,93d62731-0e4f-4c0b-be1d-93872c45cbaf,1,Picking up food,"1576, Midgard Avenue, Saanich, British Columbia",18:15
business,uber,2026-05-22,"1597, Midgard Avenue, Saanich, British Columbia",18:14,047e5ff7-8a2c-4e49-a540-a0456d2faa48,5.3,Dropping off delivery,"Burnside Road East, Victoria, British Columbia",18:02
business,uber,2026-05-22,"Burnside Road East, Victoria, British Columbia",18:01,66eb83ca-f9d5-4169-9de0-178b61f70219,2.6,Picking up food,"3179, Glasgow Street, Victoria, British Columbia",17:57
